file_id,genre,source_file,fs,duration_s,samples,target_snr_db,achieved_snr_db,clean_path,noisy_path,clipped
pop_51,pop,pop.00057.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_51.wav,noisy/pop_51.wav,True
pop_52,pop,pop.00059.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_52.wav,noisy/pop_52.wav,True
pop_53,pop,pop.00060.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_53.wav,noisy/pop_53.wav,True
pop_54,pop,pop.00061.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_54.wav,noisy/pop_54.wav,True
pop_55,pop,pop.00062.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_55.wav,noisy/pop_55.wav,True
pop_56,pop,pop.00063.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_56.wav,noisy/pop_56.wav,False
pop_57,pop,pop.00064.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_57.wav,noisy/pop_57.wav,True
pop_58,pop,pop.00066.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_58.wav,noisy/pop_58.wav,True
pop_59,pop,pop.00067.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_59.wav,noisy/pop_59.wav,True
pop_60,pop,pop.00068.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_60.wav,noisy/pop_60.wav,True
pop_61,pop,pop.00070.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_61.wav,noisy/pop_61.wav,True
pop_62,pop,pop.00071.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_62.wav,noisy/pop_62.wav,True
pop_63,pop,pop.00072.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_63.wav,noisy/pop_63.wav,True
pop_64,pop,pop.00074.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_64.wav,noisy/pop_64.wav,True
pop_65,pop,pop.00078.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_65.wav,noisy/pop_65.wav,True
pop_66,pop,pop.00079.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_66.wav,noisy/pop_66.wav,True
pop_67,pop,pop.00082.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_67.wav,noisy/pop_67.wav,True
pop_68,pop,pop.00083.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_68.wav,noisy/pop_68.wav,True
pop_69,pop,pop.00084.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_69.wav,noisy/pop_69.wav,True
pop_70,pop,pop.00085.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_70.wav,noisy/pop_70.wav,False
pop_71,pop,pop.00086.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_71.wav,noisy/pop_71.wav,True
pop_72,pop,pop.00087.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_72.wav,noisy/pop_72.wav,True
pop_73,pop,pop.00088.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_73.wav,noisy/pop_73.wav,True
pop_74,pop,pop.00090.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_74.wav,noisy/pop_74.wav,True
pop_75,pop,pop.00091.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_75.wav,noisy/pop_75.wav,True
pop_76,pop,pop.00092.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_76.wav,noisy/pop_76.wav,True
pop_77,pop,pop.00093.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_77.wav,noisy/pop_77.wav,True
pop_78,pop,pop.00094.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_78.wav,noisy/pop_78.wav,True
pop_79,pop,pop.00095.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_79.wav,noisy/pop_79.wav,True
pop_80,pop,pop.00096.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_80.wav,noisy/pop_80.wav,True
pop_81,pop,pop.00097.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_81.wav,noisy/pop_81.wav,True
pop_82,pop,pop.00098.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_82.wav,noisy/pop_82.wav,True
pop_83,pop,pop.00099.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_83.wav,noisy/pop_83.wav,True
